likes,views,engagement_pct,post_date,creator_handle,creator_name,followers,shop_video,video_url,caption
47,4742,0.99,2025-03-05,@melissaraemorherhood,melissaraemotherhood,4888,YES,https://www.tiktok.com/@melissaraemorherhood/video/7478150673993878827,Replying to @Brittany miller  It’s totally normal to feel a little more tired in the begin
46,4524,1.02,2025-12-15,@lifewithklashaye,KEENA’S LIFE💋| TTS,61400,YES,https://www.tiktok.com/@lifewithklashaye/video/7584121263661124894,@PrimalQueen This has been an amazing journey so far 🩷💕 #primalqueen #primalqueensupplemen
46,7470,0.62,2026-05-01,@christy.asmr,christy.asmr,11200,YES,https://www.tiktok.com/@christy.asmr/video/7635068259934424351,Primal Queen is dropping crazy deals today #tiktokshopcreatorpicks #weeklydeals #Tiktoksho
46,6527,0.7,2025-02-16,@nicolemarso,Nicole Marso,244200,YES,https://www.tiktok.com/@nicolemarso/video/7472076857064639775,Replying to @Nikki | Relatable mom life primal queen is the most elite brand when it comes
46,750,6.13,2025-05-07,@brooklynnmariemcclusky,Brooklynn Marie,5949,YES,https://www.tiktok.com/@brooklynnmariemcclusky/video/7501513104686124334,Best supplement ive ever tried! Better rest. Higher labido. I feel like I have more energy
46,252,18.25,2026-05-14,@nicolecaldwell77,Nicoleee • SAHGM •,6326,YES,https://www.tiktok.com/@nicolecaldwell77/video/7639846197984824607,#creatorsearchinsights #primalqueen #healthtips #womenswellness #supplementreview @PrimalQ
46,226,20.35,2026-04-15,@franzia73,▀▄▀▄▀🧿Fra🦖▀▄▀▄▀,13000,no,https://www.tiktok.com/@franzia73/video/7629032817019718942,@Primal Queen  https://www.primalqueen.com/FRANZIA32686 #primalqueen #viral #trending #hon
46,6098,0.75,2025-09-08,@sydney.shop.finds,Sydney :),18600,YES,https://www.tiktok.com/@sydney.shop.finds/video/7547831282030431519,"I kept seeing Primal Queen on here and finally gave in… The reviews weren’t lying :) Imo, "
46,6135,0.75,2025-04-29,@hustlin.momma,Katie,5172,YES,https://www.tiktok.com/@hustlin.momma/video/7498831308672552223,Three weeks of Primal Queen!! I have a Primal Queen monthly subscription. This was not a f
46,3114,1.48,2025-10-17,@rasmag18,Alexa Kleikamp TT Hype Woman,180300,shop-other,https://www.tiktok.com/@rasmag18/video/7562261642487024926,Brand new. Just launched. TikTok exclusive ONLY. @Primal Queen just dropped the GODDESS BU
46,32000,0.14,2025-10-28,@savesszn,savesznn,30500,no,https://www.tiktok.com/@savesszn/video/7566117512690142494,Primal Queen Beef Organ Superfood - 30 Day Refill
46,9986,0.46,2023-12-31,@pq.founder.shelby,PQ Shelby,1094,no,https://www.tiktok.com/@pq.founder.shelby/video/7318861469821472043,1 capsule with every meal… its as easy as that 😌 #primalqueen #nourishyourbody #beefliver 
45,230,19.57,2025-12-21,@photokiller88,KJ❌💜UGC,8865,YES,https://www.tiktok.com/@photokiller88/video/7586398462078438686,@Primal Queen #PrimalQueen #femalevitality #AncestralNutrition #horomonesupport #rootedinn
45,280,16.07,2025-07-14,@breannamiller38,It’sme.Bre ✌️G7,4451,no,https://www.tiktok.com/@breannamiller38/video/7526924858568019231,Time to refill our Primal queen!!#tiktokshop#primalqueen#supplements
45,1690,2.66,2026-06-12,@imchellenicole,Chelle-Nicole,7528,YES,https://www.tiktok.com/@imchellenicole/video/7650361181680553230,GenX ladies! Take your man’s socks back!🧦 @Primal Queen #primalqueen #beeforgans #tiktoksh
45,678,6.64,2025-04-08,@monyd99,MonyD99 | TTS • UGC,11400,YES,https://www.tiktok.com/@monyd99/video/7491092038251810094,👸🏻✨Unlock your body’s potential with Primal Queen Beef Organ Supplements!  Headed into wee
45,1429,3.15,2025-10-11,@rasmag18,Alexa Kleikamp TT Hype Woman,180300,YES,https://www.tiktok.com/@rasmag18/video/7560051338013412639,If you have those mood swings that could make a grown man cry this is probably for you. #p
45,1420,3.17,2025-07-18,@rissarooboobea,rissarooboobea,13000,no,https://www.tiktok.com/@rissarooboobea/video/7528541365341277454,I found that taking supplements helped more with my endometriosis more than birth control 
45,4914,0.92,2025-12-22,@allyson_quinn,Allyson 💫,3467,YES,https://www.tiktok.com/@allyson_quinn/video/7586730465243974926,I'm here to test this out and give y'all an honest review. The reviews have been really go
45,4104,1.1,2025-07-18,@lady_for_liberty,Brandi🌻,5165,YES,https://www.tiktok.com/@lady_for_liberty/video/7528489587233148173,Have YOU tried Primal Queen?! 👑 #primalqueen #beeforgans #ketolife
45,5875,0.77,2024-09-18,@mamax42024,mamax4✨,3973,no,https://www.tiktok.com/@mamax42024/video/7416009188746333471,Update on taking #primalqueen while pregnant. #momsoftiktok #momlife #vitamins
44,128,34.38,2026-07-29,@aunt.chelseas.cre,Aunt Chelsea‘s Creations,2273,no,https://www.tiktok.com/@aunt.chelseas.cre/video/7667821467261766942,’M OFFICIALLY A PRIMAL QUEEN AFFILIATE! 🎉🌿 Who’s ready to follow my journey? I’ll be shari
44,659,6.68,2026-07-08,@kirstiskreations,Kirsti’s Kreations Homemade,595,no,https://www.tiktok.com/@kirstiskreations/video/7660170533404708110,If you tired of wearing big ass draws get you some beef organs from @Primal Queen and get 
44,1816,2.42,2025-07-23,@mamamoorecreates,mamamoorecreates,6370,no,https://www.tiktok.com/@mamamoorecreates/video/7530100988078755103,I started primal queen supplements 2 weeks ago and have noticed that I need to pump more o
44,22500,0.2,2026-05-03,@christy.asmr,christy.asmr,11200,YES,https://www.tiktok.com/@christy.asmr/video/7635790986458762526,Primal Queen is dropping crazy deals today #tiktokshopcreatorpicks #weeklydeals #Tiktoksho
44,541,8.13,2025-06-12,@ashleys_world0227,💄✨Ashley’s World 🖤🕊️,12300,YES,https://www.tiktok.com/@ashleys_world0227/video/7515054444975885610,I can’t rave enough about these supplements 👑 #fyp #fypシ #primalqueen #primalqueenjourney 
44,2333,1.89,2025-01-07,@thewisegenx,🇺🇸Gen❌Laura🇺🇸,33200,YES,https://www.tiktok.com/@thewisegenx/video/7456958323087199518,"#greenscreenvideo Liver? Uterus? Kidney? Anyone in? Not me, but I know how good organ meat"
44,324,13.58,2025-08-01,@mamamoorecreates,mamamoorecreates,6370,no,https://www.tiktok.com/@mamamoorecreates/video/7533652406194687263,WTF is this primal queen you keep mentioning?!  •They are little capsules containing six e
44,656,6.71,2025-02-27,@sugarysweettho,JessShesSugarySweettho🍭🍬💜CQ,7553,YES,https://www.tiktok.com/@sugarysweettho/video/7475943983429111086,Tired of feeling tired? 💤 Primal Queen’s grass-fed beef organs are the nutrient-packed sec
44,2150,2.05,2025-01-25,@purelywellbeing,purelywellbeing,13900,no,https://www.tiktok.com/@purelywellbeing/video/7463957599298571566,Replying to @Sarah.dawn.mccurdy #greenscreen ORGAN MEAT ALL THE WAY . They’re capsules if 
44,1290,3.41,2025-08-21,@sammie.laplante,Sammie Laplante | girl mama ✨,327,no,https://www.tiktok.com/@sammie.laplante/video/7541032577864371486,PR PACKAGES                                 Primal queen ~ SAMMIE85646             I’m on 
44,1062,4.14,2026-08-19,@thismamasonamission,Mama on a Mission,50300,YES,https://www.tiktok.com/@thismamasonamission/video/7675745652621495583,"About last night… 👀😂 Listen, nobody warned me that getting consistent with my @Primal Quee"
44,12200,0.36,2026-04-26,@mrsbakula,MrsBakula,15200,YES,https://www.tiktok.com/@mrsbakula/video/7633125261155863821,primal queen just released their marrow supplement 😍 in love adding this into addition to 
44,1534,2.87,2024-11-01,@purelywellbeing,purelywellbeing,13900,no,https://www.tiktok.com/@purelywellbeing/video/7432432247761915179,Replying to @Selina thank you girl  #skin #acne #beeforgans #beeforgansupplements #beeforg
43,209,20.57,2026-07-22,@highvibe44,highvibe44❌️,11000,YES,https://www.tiktok.com/@highvibe44/video/7665200427918478606,Beef organs supplement made FOR women BY women. Currently has FREE SHIPPING! @Primal Queen
43,6442,0.67,2025-10-19,@jessrae1.0,Jess Rae,24600,YES,https://www.tiktok.com/@jessrae1.0/video/7563076279268871437,Replying to @Hi_ItsMe_Roniii🐤✈️🧸👻💎🦒 I think they’re delicious on top of all the benefits 🩵
43,1267,3.39,2026-05-07,@thismamasonamission,Mama on a Mission,50300,YES,https://www.tiktok.com/@thismamasonamission/video/7636992998148001055,Daily wellness routine means DAILY. 👑✨ I almost forgot my @Primal Queen today and immediat
43,217,19.82,2025-07-16,@sassynovels,📚 SassyNovels | Booktok 📚,5383,YES,https://www.tiktok.com/@sassynovels/video/7527727280362245431,I really do love this and did not know it was on tt shop until I looked. I found out about
43,557,7.72,2026-08-23,@nicole.helmuth,Nicole💕,8078,shop-other,https://www.tiktok.com/@nicole.helmuth/video/7677374676309478686,"Finally got myself to another Pilates class, and it was the best way to start the day! 💕 A"
43,533,8.07,2025-12-04,@meganwatts86,Megan Watts,1519,no,https://www.tiktok.com/@meganwatts86/video/7580029481969012023,💯 Primal Queen! Nourish your body like a queen with 100% grass fed and pasture raised beef
43,263,16.35,2026-03-10,@mrshanrn,Michelle /Viral Finds,12400,YES,https://www.tiktok.com/@mrshanrn/video/7615638542429064462,Primal Queen beef organ supplement/ grass fed organ capsules for women : Nutrient dense su
43,1316,3.27,2025-03-13,@purelywellbeing,purelywellbeing,13900,no,https://www.tiktok.com/@purelywellbeing/video/7481327129997839662,Not affiliated just my honest review  #beeforgans #beefliver #anemic #anemia #wellness #we
43,885,4.86,2025-07-12,@nicolevfinds,nicolevfinds,8225,YES,https://www.tiktok.com/@nicolevfinds/video/7526232290830142750,#primalqueenjourney #primalqueen #WDNC #wife #primalqueensupplements
43,3130,1.37,2026-05-20,@itshimmyhendrix,Himmy Hendrix Finds,99600,YES,https://www.tiktok.com/@itshimmyhendrix/video/7641777786885131550,if you wake up stiff listen up #jointsupport #bonemarrow #marrow #primalqueen #joints
43,1344,3.2,2026-06-28,@aerionrodriguez97,Aerion | TTS Finds,5016,YES,https://www.tiktok.com/@aerionrodriguez97/video/7656473646583549197,Already feeling benefits after only a little over a week. 👀  ___ #primalqueen #unboxingvid
43,3354,1.28,2026-04-16,@_oliviaswales,Liv,4443,no,https://www.tiktok.com/@_oliviaswales/video/7629294756987735318,I took beef organ supplements every day for 2 weeks and this is what I noticed 👇🏼✨ ✨ my en
43,5305,0.81,2024-03-06,@pq.founder.shelby,PQ Shelby,1094,no,https://www.tiktok.com/@pq.founder.shelby/video/7343385002022882602,Replying to @KAYLA 😅 me neitherrrr. Thats why creating Primal Queen was a must! Beef organ
43,415,10.36,2024-11-02,@crunchyhorsechick,Heather Windom,3426,no,https://www.tiktok.com/@crunchyhorsechick/video/7432809930530442542,Boosts energy ✔️ Supports hormonal imbalances ✔️ Promotes weight loss ✔️ Improves cognitio
42,2596,1.62,2025-02-20,@its.sarah.taylor,Sarah Taylor 🤎,18500,YES,https://www.tiktok.com/@its.sarah.taylor/video/7473317930835627310,"@Primal Queen As always, consult with the doc first before trying anything new! ✨🤌🏼 #prima"
42,892,4.71,2025-03-10,@tired.mom.87,it's.me.maria🌻🌻🌻,1737,YES,https://www.tiktok.com/@tired.mom.87/video/7480255567408155935,This is my 2 week update on  #primalqueen this  is a long video but I hope it helps someon
42,1375,3.05,2025-10-10,@rasmag18,Alexa Kleikamp TT Hype Woman,180300,YES,https://www.tiktok.com/@rasmag18/video/7559597817405181214,I will say it till I’m blue in the face! Just try it! 👏🏼 #primalqueen #supplementsforwomen
42,19900,0.21,2026-05-06,@shopwithkellie,Kellie chaos 2739,10000,YES,https://www.tiktok.com/@shopwithkellie/video/7636860084768804126,#primalqueennewarrivals #primalqueenmarrow
42,598,7.02,2025-05-21,@ashleys_world0227,💄✨Ashley’s World 🖤🕊️,12300,YES,https://www.tiktok.com/@ashleys_world0227/video/7506700420199320874,🔗 https://www.primalqueen.com/ASHLEY20587 #fyp #fypシ #primalqueen #primalqueensupplements 
42,4526,0.93,2026-05-16,@drew.review,Drew Reviews,189500,YES,https://www.tiktok.com/@drew.review/video/7640318509305679118,You need the RIGHT kind of iron to actually feel any benefits or else it’s not absorbed!! 
42,1076,3.9,2026-05-11,@imchellenicole,Chelle-Nicole,7528,YES,https://www.tiktok.com/@imchellenicole/video/7638437030137007373,I am extremely passionate about our modern day diet. 🥩 @Primal Queen #primalqueen #beeforg
42,1062,3.95,2025-09-28,@lifewithceasia,Ce’Asia | Fitness + UGC,3335,no,https://www.tiktok.com/@lifewithceasia/video/7555258284333075725,Testing out the Primal Queen creatine bites + capsules 💖💪🏾 excited to see how they help wi
42,365,11.51,2025-08-03,@stacemace28,Stacy’s momming it up,2867,no,https://www.tiktok.com/@stacemace28/video/7534182417964223799,I am going to start taking primal Queen and I want to track my progress or lack of progres
42,2764,1.52,2024-07-31,@lawsonskrew,Tia,138,no,https://www.tiktok.com/@lawsonskrew/video/7397893977380310302,"first day trying @Primalqueenusa. after having a kid, everything went absolutely nuts with"
41,19200,0.21,2026-08-07,@izzyshopsdeals,Izzyshopsdeals,193300,YES,https://www.tiktok.com/@izzyshopsdeals/video/7671138195114970381,"Primal Queen PQ7 Starter Kit #TikTokShopCreatorPicks #AIGC  - - *Final price, shipping, co"
41,3989,1.03,2025-03-22,@melissaraemorherhood,melissaraemotherhood,4888,YES,https://www.tiktok.com/@melissaraemorherhood/video/7484419828581764394,"Started Primal Queen 6 months ago because my hormones were a wreck—infertility, exhaustion"
41,542,7.56,2025-12-17,@hunterpelle,hunterpelle,47300,no,https://www.tiktok.com/@hunterpelle/video/7584931523132984589,Second week taking@Primal Queen primal queen with cystic acne. Not really much improvement
41,828,4.95,2025-01-21,@purelywellbeing,purelywellbeing,13900,no,https://www.tiktok.com/@purelywellbeing/video/7462424618502999342,Idk how she just eats it raw like that  #greenscreen #greenscreenvideo #beeforgans #beefli
41,7009,0.58,2025-10-07,@mamademiii,demi 🌼👩🏼‍🍼💛,12000,YES,https://www.tiktok.com/@mamademiii/video/7558281458335386894,"if you’re considering getting it, this is worth a listen!👌  The reviews on this product sp"
